"ticker","datetime","open","high","low","close","average","volume","barcount"
TSLA,2023-05-02 12:59:00.000,161.63,161.71,161.63,161.69,161.681,20803,65
TSLA,2023-05-02 12:59:10.000,161.66,161.7,161.64,161.65,161.669,9919,37
TSLA,2023-05-02 12:59:20.000,161.64,161.68,161.64,161.67,161.661,11397,48
TSLA,2023-05-02 12:59:30.000,161.68,161.72,161.66,161.71,161.702,25313,65
TSLA,2023-05-02 12:59:40.000,161.71,161.76,161.68,161.73,161.725,21077,69
TSLA,2023-05-02 12:59:50.000,161.73,161.77,161.7,161.7,161.734,21005,59
TSLA,2023-05-02 13:00:00.000,161.69,161.79,161.69,161.77,161.737,19660,78
TSLA,2023-05-02 13:00:10.000,161.77,161.79,161.75,161.77,161.771,16964,43
TSLA,2023-05-02 13:00:20.000,161.79,161.84,161.79,161.81,161.809,33296,107
TSLA,2023-05-02 13:00:30.000,161.81,161.82,161.69,161.71,161.753,27569,84
TSLA,2023-05-02 13:00:40.000,161.71,161.72,161.67,161.7,161.694,25436,61
TSLA,2023-05-02 13:00:50.000,161.69,161.69,161.62,161.63,161.658,26178,81
TSLA,2023-05-02 13:01:00.000,161.63,161.67,161.6,161.61,161.622,27335,77
TSLA,2023-05-02 13:01:10.000,161.6,161.67,161.56,161.56,161.609,40663,109
TSLA,2023-05-02 13:01:20.000,161.58,161.61,161.56,161.6,161.581,21864,78
TSLA,2023-05-02 13:01:30.000,161.6,161.62,161.5,161.5,161.557,43891,97
TSLA,2023-05-02 13:01:40.000,161.52,161.57,161.51,161.57,161.545,28353,78
TSLA,2023-05-02 13:01:50.000,161.57,161.69,161.57,161.67,161.659,14251,54
TSLA,2023-05-02 13:02:00.000,161.67,161.75,161.66,161.74,161.719,20356,71
TSLA,2023-05-02 13:02:10.000,161.73,161.87,161.72,161.84,161.8,50900,132
TSLA,2023-05-02 13:02:20.000,161.85,161.85,161.77,161.83,161.816,21068,59
TSLA,2023-05-02 13:02:30.000,161.83,161.88,161.83,161.87,161.863,40430,100
TSLA,2023-05-02 13:02:40.000,161.88,161.92,161.81,161.85,161.875,38797,95
TSLA,2023-05-02 13:02:50.000,161.85,161.89,161.84,161.84,161.858,21733,36
TSLA,2023-05-02 13:03:00.000,161.86,161.9,161.85,161.89,161.872,22365,79
TSLA,2023-05-02 13:03:10.000,161.89,162.01,161.89,161.97,161.973,75075,258
TSLA,2023-05-02 13:03:20.000,161.97,161.98,161.91,161.93,161.945,21724,70
TSLA,2023-05-02 13:03:30.000,161.92,161.99,161.92,161.95,161.951,19510,60
TSLA,2023-05-02 13:03:40.000,161.95,161.96,161.9,161.91,161.919,15352,59
TSLA,2023-05-02 13:03:50.000,161.93,161.99,161.91,161.97,161.961,11274,50
TSLA,2023-05-02 13:04:00.000,161.97,162.18,161.97,162.15,162.115,84280,285
TSLA,2023-05-02 13:04:10.000,162.15,162.26,162.15,162.22,162.205,80260,177
TSLA,2023-05-02 13:04:20.000,162.22,162.25,162.16,162.18,162.191,43511,109
TSLA,2023-05-02 13:04:30.000,162.18,162.23,162.11,162.21,162.155,16604,71
TSLA,2023-05-02 13:04:40.000,162.22,162.23,162.16,162.22,162.19,41140,69
TSLA,2023-05-02 13:04:50.000,162.21,162.25,162.2,162.25,162.227,23899,77
TSLA,2023-05-02 13:05:00.000,162.24,162.37,162.24,162.35,162.307,69378,202
TSLA,2023-05-02 13:05:10.000,162.37,162.41,162.28,162.29,162.369,68540,197
TSLA,2023-05-02 13:05:20.000,162.28,162.34,162.26,162.31,162.295,45609,98
TSLA,2023-05-02 13:05:30.000,162.32,162.34,162.27,162.28,162.298,18718,54
TSLA,2023-05-02 13:05:40.000,162.29,162.32,162.26,162.31,162.292,17132,62
TSLA,2023-05-02 13:05:50.000,162.3,162.36,162.3,162.35,162.329,24804,53
TSLA,2023-05-02 13:06:00.000,162.35,162.37,162.27,162.29,162.304,33191,97
TSLA,2023-05-02 13:06:10.000,162.28,162.29,162.25,162.25,162.274,13806,49
TSLA,2023-05-02 13:06:20.000,162.26,162.32,162.22,162.28,162.268,31399,95
TSLA,2023-05-02 13:06:30.000,162.3,162.35,162.27,162.28,162.318,27577,70
TSLA,2023-05-02 13:06:40.000,162.3,162.37,162.29,162.32,162.318,24499,57
TSLA,2023-05-02 13:06:50.000,162.3,162.34,162.27,162.33,162.296,18726,77
TSLA,2023-05-02 13:07:00.000,162.33,162.4,162.31,162.33,162.339,49749,93
TSLA,2023-05-02 13:07:10.000,162.31,162.34,162.27,162.31,162.305,16285,65
TSLA,2023-05-02 13:07:20.000,162.32,162.32,162.26,162.31,162.297,14221,43
TSLA,2023-05-02 13:07:30.000,162.31,162.32,162.28,162.29,162.304,16528,46
TSLA,2023-05-02 13:07:40.000,162.3,162.35,162.28,162.28,162.323,19647,64
TSLA,2023-05-02 13:07:50.000,162.3,162.32,162.25,162.27,162.286,14926,46
TSLA,2023-05-02 13:08:00.000,162.29,162.3,162.21,162.26,162.248,56563,115
TSLA,2023-05-02 13:08:10.000,162.25,162.27,162.2,162.24,162.238,29167,78
TSLA,2023-05-02 13:08:20.000,162.24,162.26,162.21,162.23,162.232,10459,51
TSLA,2023-05-02 13:08:30.000,162.24,162.25,162.22,162.24,162.23,13884,41
TSLA,2023-05-02 13:08:40.000,162.25,162.26,162.22,162.22,162.232,10124,39
TSLA,2023-05-02 13:08:50.000,162.22,162.24,162.22,162.24,162.225,12798,46
TSLA,2023-05-02 13:09:00.000,162.24,162.24,162.18,162.22,162.199,30798,115
TSLA,2023-05-02 13:09:10.000,162.21,162.28,162.21,162.27,162.247,28339,83
TSLA,2023-05-02 13:09:20.000,162.28,162.3,162.25,162.29,162.28,12190,56
TSLA,2023-05-02 13:09:30.000,162.28,162.3,162.24,162.25,162.263,11121,55
TSLA,2023-05-02 13:09:40.000,162.24,162.26,162.22,162.22,162.242,9037,35
TSLA,2023-05-02 13:09:50.000,162.24,162.28,162.23,162.28,162.256,13771,48
TSLA,2023-05-02 13:10:00.000,162.28,162.3,162.11,162.12,162.26,72223,193
TSLA,2023-05-02 13:10:10.000,162.12,162.19,162.11,162.13,162.148,38950,102
TSLA,2023-05-02 13:10:20.000,162.13,162.14,162.0,162.09,162.059,47863,165
TSLA,2023-05-02 13:10:30.000,162.09,162.14,162.07,162.12,162.111,30090,78
TSLA,2023-05-02 13:10:40.000,162.12,162.14,162.07,162.08,162.097,10501,39
TSLA,2023-05-02 13:10:50.000,162.1,162.13,162.08,162.1,162.099,11368,42
TSLA,2023-05-02 13:11:00.000,162.13,162.15,162.1,162.13,162.124,13837,51
TSLA,2023-05-02 13:11:10.000,162.15,162.21,162.13,162.16,162.177,28955,78
TSLA,2023-05-02 13:11:20.000,162.14,162.2,162.14,162.18,162.174,7847,31
TSLA,2023-05-02 13:11:30.000,162.17,162.23,162.17,162.19,162.205,14665,43
TSLA,2023-05-02 13:11:40.000,162.18,162.22,162.17,162.18,162.184,4251,20
TSLA,2023-05-02 13:11:50.000,162.22,162.22,162.15,162.15,162.175,18110,44
TSLA,2023-05-02 13:12:00.000,162.17,162.19,162.15,162.17,162.168,12392,30
TSLA,2023-05-02 13:12:10.000,162.17,162.23,162.16,162.21,162.201,11460,40
TSLA,2023-05-02 13:12:20.000,162.22,162.25,162.19,162.21,162.228,26025,53
TSLA,2023-05-02 13:12:30.000,162.22,162.26,162.19,162.24,162.23,11203,44
TSLA,2023-05-02 13:12:40.000,162.24,162.26,162.2,162.23,162.236,5957,30
TSLA,2023-05-02 13:12:50.000,162.23,162.25,162.18,162.2,162.226,9800,46
TSLA,2023-05-02 13:13:00.000,162.21,162.24,162.18,162.21,162.214,15579,54
TSLA,2023-05-02 13:13:10.000,162.19,162.19,162.09,162.11,162.138,40157,101
TSLA,2023-05-02 13:13:20.000,162.08,162.11,161.95,162.02,162.018,68311,186
TSLA,2023-05-02 13:13:30.000,162.02,162.03,161.97,161.99,162.0,22941,66
TSLA,2023-05-02 13:13:40.000,161.99,162.0,161.96,162.0,161.991,27417,71
TSLA,2023-05-02 13:13:50.000,162.0,162.03,161.98,161.98,162.017,21226,56
TSLA,2023-05-02 13:14:00.000,161.98,161.98,161.92,161.92,161.955,20941,62
TSLA,2023-05-02 13:14:10.000,161.92,161.93,161.8,161.81,161.86,103359,231
TSLA,2023-05-02 13:14:20.000,161.81,161.82,161.71,161.76,161.776,53040,147
TSLA,2023-05-02 13:14:30.000,161.78,161.82,161.75,161.8,161.798,31469,88
TSLA,2023-05-02 13:14:40.000,161.79,161.83,161.76,161.78,161.78,14660,59
TSLA,2023-05-02 13:14:50.000,161.81,161.83,161.75,161.79,161.782,32754,65
TSLA,2023-05-02 13:15:00.000,161.8,161.8,161.67,161.71,161.737,43830,119
TSLA,2023-05-02 13:15:10.000,161.71,161.74,161.67,161.72,161.704,69850,142
TSLA,2023-05-02 13:15:20.000,161.73,161.81,161.71,161.74,161.764,38649,127
TSLA,2023-05-02 13:15:30.000,161.75,161.78,161.72,161.74,161.755,22559,61
TSLA,2023-05-02 13:15:40.000,161.73,161.77,161.71,161.72,161.735,18054,58
TSLA,2023-05-02 13:15:50.000,161.73,161.75,161.71,161.72,161.722,20669,47
TSLA,2023-05-02 13:16:00.000,161.72,161.74,161.7,161.74,161.715,31094,79
TSLA,2023-05-02 13:16:10.000,161.75,161.79,161.73,161.78,161.767,19639,64
TSLA,2023-05-02 13:16:20.000,161.76,161.77,161.7,161.71,161.747,20500,68
TSLA,2023-05-02 13:16:30.000,161.73,161.78,161.71,161.76,161.742,15211,46
TSLA,2023-05-02 13:16:40.000,161.79,161.79,161.74,161.75,161.775,8598,32
TSLA,2023-05-02 13:16:50.000,161.75,161.82,161.74,161.82,161.802,24229,72
TSLA,2023-05-02 13:17:00.000,161.8,161.87,161.8,161.86,161.83,25293,75
TSLA,2023-05-02 13:17:10.000,161.84,161.88,161.84,161.86,161.863,29011,90
TSLA,2023-05-02 13:17:20.000,161.85,161.85,161.75,161.79,161.79,33746,108
TSLA,2023-05-02 13:17:30.000,161.79,161.87,161.79,161.8,161.816,26878,114
TSLA,2023-05-02 13:17:40.000,161.8,161.93,161.8,161.91,161.873,36961,67
TSLA,2023-05-02 13:17:50.000,161.91,161.95,161.88,161.89,161.91,37124,108
TSLA,2023-05-02 13:18:00.000,161.9,161.9,161.7,161.72,161.794,69147,228
TSLA,2023-05-02 13:18:10.000,161.71,161.8,161.71,161.77,161.753,54324,144
TSLA,2023-05-02 13:18:20.000,161.77,161.82,161.74,161.74,161.787,11429,39
TSLA,2023-05-02 13:18:30.000,161.74,161.81,161.71,161.78,161.737,17582,60
TSLA,2023-05-02 13:18:40.000,161.79,161.81,161.77,161.77,161.792,7336,32
TSLA,2023-05-02 13:18:50.000,161.77,161.79,161.74,161.78,161.756,9476,27
TSLA,2023-05-02 13:19:00.000,161.75,161.79,161.73,161.76,161.75,15110,54
TSLA,2023-05-02 13:19:10.000,161.75,161.78,161.73,161.73,161.749,11667,29
TSLA,2023-05-02 13:19:20.000,161.76,161.76,161.72,161.73,161.741,11735,63
TSLA,2023-05-02 13:19:30.000,161.75,161.79,161.72,161.75,161.772,20228,51
TSLA,2023-05-02 13:19:40.000,161.78,161.83,161.76,161.77,161.808,18750,89
TSLA,2023-05-02 13:19:50.000,161.77,161.78,161.68,161.77,161.712,59236,163
TSLA,2023-05-02 13:20:00.000,161.77,161.82,161.75,161.78,161.777,18852,70
TSLA,2023-05-02 13:20:10.000,161.78,161.8,161.74,161.77,161.77,9160,48
TSLA,2023-05-02 13:20:20.000,161.76,161.8,161.73,161.76,161.756,17835,61
TSLA,2023-05-02 13:20:30.000,161.76,161.8,161.74,161.76,161.775,23390,85
TSLA,2023-05-02 13:20:40.000,161.76,161.78,161.75,161.76,161.763,8030,37
TSLA,2023-05-02 13:20:50.000,161.78,161.81,161.76,161.81,161.788,35322,73
TSLA,2023-05-02 13:21:00.000,161.81,161.86,161.78,161.8,161.824,22601,84
TSLA,2023-05-02 13:21:10.000,161.76,161.78,161.66,161.68,161.704,44420,138
TSLA,2023-05-02 13:21:20.000,161.66,161.71,161.66,161.7,161.685,22785,76
TSLA,2023-05-02 13:21:30.000,161.69,161.69,161.48,161.58,161.564,87644,264
TSLA,2023-05-02 13:21:40.000,161.58,161.6,161.53,161.56,161.569,19193,89
TSLA,2023-05-02 13:21:50.000,161.54,161.57,161.51,161.54,161.539,37738,84
TSLA,2023-05-02 13:22:00.000,161.55,161.59,161.51,161.55,161.548,23247,59
TSLA,2023-05-02 13:22:10.000,161.55,161.59,161.52,161.54,161.566,13926,49
TSLA,2023-05-02 13:22:20.000,161.54,161.61,161.52,161.59,161.575,29999,66
TSLA,2023-05-02 13:22:30.000,161.6,161.61,161.55,161.57,161.572,13742,50
TSLA,2023-05-02 13:22:40.000,161.58,161.59,161.52,161.54,161.566,29986,103
TSLA,2023-05-02 13:22:50.000,161.52,161.58,161.51,161.53,161.533,13408,36
TSLA,2023-05-02 13:23:00.000,161.51,161.54,161.49,161.51,161.516,23355,80
TSLA,2023-05-02 13:23:10.000,161.51,161.53,161.43,161.43,161.463,53135,158
TSLA,2023-05-02 13:23:20.000,161.46,161.47,161.43,161.44,161.449,24269,57
TSLA,2023-05-02 13:23:30.000,161.44,161.45,161.36,161.41,161.393,48315,159
TSLA,2023-05-02 13:23:40.000,161.4,161.45,161.39,161.44,161.418,27408,66
TSLA,2023-05-02 13:23:50.000,161.44,161.45,161.36,161.42,161.417,38876,89
TSLA,2023-05-02 13:24:00.000,161.42,161.42,161.38,161.4,161.399,14242,63
TSLA,2023-05-02 13:24:10.000,161.4,161.4,161.35,161.36,161.383,16276,53
TSLA,2023-05-02 13:24:20.000,161.35,161.39,161.34,161.35,161.363,19016,66
TSLA,2023-05-02 13:24:30.000,161.37,161.4,161.34,161.39,161.375,22807,84
TSLA,2023-05-02 13:24:40.000,161.4,161.4,161.35,161.36,161.383,12513,36
TSLA,2023-05-02 13:24:50.000,161.35,161.4,161.35,161.38,161.379,29117,82
TSLA,2023-05-02 13:25:00.000,161.39,161.46,161.36,161.38,161.41,48484,174
TSLA,2023-05-02 13:25:10.000,161.37,161.39,161.3,161.37,161.346,34168,105
TSLA,2023-05-02 13:25:20.000,161.37,161.37,161.25,161.33,161.313,51122,106
TSLA,2023-05-02 13:25:30.000,161.31,161.33,161.2,161.22,161.246,56449,184
TSLA,2023-05-02 13:25:40.000,161.22,161.26,161.19,161.23,161.212,47858,151
TSLA,2023-05-02 13:25:50.000,161.25,161.25,161.19,161.23,161.225,25035,59
TSLA,2023-05-02 13:26:00.000,161.23,161.24,161.18,161.22,161.207,34789,106
TSLA,2023-05-02 13:26:10.000,161.22,161.23,161.17,161.21,161.2,25255,68
TSLA,2023-05-02 13:26:20.000,161.21,161.31,161.21,161.28,161.265,34133,98
TSLA,2023-05-02 13:26:30.000,161.27,161.31,161.25,161.29,161.284,14792,49
TSLA,2023-05-02 13:26:40.000,161.31,161.34,161.27,161.27,161.304,20402,58
TSLA,2023-05-02 13:26:50.000,161.29,161.37,161.28,161.36,161.338,30587,86
TSLA,2023-05-02 13:27:00.000,161.35,161.4,161.33,161.39,161.382,50080,138
TSLA,2023-05-02 13:27:10.000,161.38,161.41,161.34,161.36,161.382,20589,74
TSLA,2023-05-02 13:27:20.000,161.37,161.43,161.37,161.41,161.392,40755,103
TSLA,2023-05-02 13:27:30.000,161.41,161.43,161.28,161.33,161.348,31590,80
TSLA,2023-05-02 13:27:40.000,161.33,161.33,161.29,161.31,161.311,29152,59
TSLA,2023-05-02 13:27:50.000,161.3,161.34,161.29,161.32,161.321,14822,34
TSLA,2023-05-02 13:28:00.000,161.33,161.39,161.31,161.36,161.328,70516,115
TSLA,2023-05-02 13:28:10.000,161.37,161.4,161.31,161.4,161.357,37581,80
TSLA,2023-05-02 13:28:20.000,161.4,161.45,161.31,161.43,161.375,45781,138
TSLA,2023-05-02 13:28:30.000,161.42,161.43,161.38,161.43,161.42,27983,75
TSLA,2023-05-02 13:28:40.000,161.42,161.45,161.4,161.4,161.426,27487,97
TSLA,2023-05-02 13:28:50.000,161.41,161.41,161.34,161.36,161.364,18030,59
TSLA,2023-05-02 13:29:00.000,161.36,161.38,161.31,161.33,161.348,16909,72
TSLA,2023-05-02 13:29:10.000,161.33,161.33,161.25,161.26,161.294,40482,119
TSLA,2023-05-02 13:29:20.000,161.26,161.35,161.25,161.32,161.295,24004,78
TSLA,2023-05-02 13:29:30.000,161.33,161.36,161.28,161.3,161.32,16680,31
TSLA,2023-05-02 13:29:40.000,161.3,161.33,161.2,161.22,161.246,25261,96
TSLA,2023-05-02 13:29:50.000,161.22,161.23,161.16,161.22,161.197,34701,92
TSLA,2023-05-02 13:30:00.000,161.23,161.23,161.11,161.11,161.176,48930,112
TSLA,2023-05-02 13:30:10.000,161.12,161.13,161.01,161.06,161.074,104387,269
TSLA,2023-05-02 13:30:20.000,161.05,161.11,161.03,161.05,161.075,28692,114
TSLA,2023-05-02 13:30:30.000,161.07,161.14,161.06,161.14,161.114,24870,74
TSLA,2023-05-02 13:30:40.000,161.11,161.15,161.1,161.1,161.122,30213,59
TSLA,2023-05-02 13:30:50.000,161.12,161.14,161.11,161.14,161.129,27713,38
TSLA,2023-05-02 13:31:00.000,161.14,161.19,161.1,161.17,161.158,39451,98
TSLA,2023-05-02 13:31:10.000,161.17,161.19,161.1,161.12,161.122,74034,69
TSLA,2023-05-02 13:31:20.000,161.13,161.37,161.12,161.36,161.254,64366,166
TSLA,2023-05-02 13:31:30.000,161.36,161.37,161.22,161.23,161.267,53676,194
TSLA,2023-05-02 13:31:40.000,161.23,161.25,161.18,161.23,161.217,23690,85
TSLA,2023-05-02 13:31:50.000,161.21,161.24,161.16,161.16,161.189,33125,57
TSLA,2023-05-02 13:32:00.000,161.16,161.3,161.15,161.29,161.214,46081,94
TSLA,2023-05-02 13:32:10.000,161.28,161.29,161.25,161.27,161.279,15621,47
TSLA,2023-05-02 13:32:20.000,161.26,161.26,161.22,161.25,161.237,8569,24
TSLA,2023-05-02 13:32:30.000,161.26,161.27,161.16,161.16,161.208,34860,59
TSLA,2023-05-02 13:32:40.000,161.16,161.18,161.1,161.1,161.153,33048,81
TSLA,2023-05-02 13:32:50.000,161.11,161.13,161.09,161.1,161.11,36667,79
TSLA,2023-05-02 13:33:00.000,161.09,161.13,161.09,161.09,161.11,17544,59
TSLA,2023-05-02 13:33:10.000,161.09,161.15,161.09,161.15,161.115,15829,51
TSLA,2023-05-02 13:33:20.000,161.17,161.25,161.14,161.16,161.199,50336,106
TSLA,2023-05-02 13:33:30.000,161.17,161.18,161.09,161.13,161.119,19385,48
TSLA,2023-05-02 13:33:40.000,161.12,161.18,161.1,161.1,161.133,12020,37
TSLA,2023-05-02 13:33:50.000,161.11,161.17,161.1,161.15,161.151,8500,38
TSLA,2023-05-02 13:34:00.000,161.16,161.18,161.12,161.12,161.145,17311,47
TSLA,2023-05-02 13:34:10.000,161.12,161.16,161.11,161.15,161.134,18443,41
TSLA,2023-05-02 13:34:20.000,161.13,161.2,161.1,161.2,161.139,13122,47
TSLA,2023-05-02 13:34:30.000,161.19,161.31,161.18,161.21,161.266,54376,119
TSLA,2023-05-02 13:34:40.000,161.24,161.26,161.2,161.26,161.236,8614,29
TSLA,2023-05-02 13:34:50.000,161.24,161.27,161.22,161.27,161.249,15469,49
TSLA,2023-05-02 13:35:00.000,161.26,161.37,161.25,161.35,161.334,50452,101
TSLA,2023-05-02 13:35:10.000,161.35,161.47,161.33,161.4,161.414,58751,204
TSLA,2023-05-02 13:35:20.000,161.41,161.44,161.38,161.38,161.413,28910,66
TSLA,2023-05-02 13:35:30.000,161.4,161.45,161.35,161.41,161.386,29014,87
TSLA,2023-05-02 13:35:40.000,161.41,161.42,161.38,161.38,161.402,21145,46
TSLA,2023-05-02 13:35:50.000,161.37,161.42,161.34,161.41,161.356,25796,55
TSLA,2023-05-02 13:36:00.000,161.42,161.46,161.39,161.46,161.421,58860,133
TSLA,2023-05-02 13:36:10.000,161.44,161.47,161.37,161.38,161.429,29085,68
TSLA,2023-05-02 13:36:20.000,161.39,161.5,161.38,161.49,161.453,35266,95
TSLA,2023-05-02 13:36:30.000,161.49,161.53,161.45,161.49,161.487,64684,153
TSLA,2023-05-02 13:36:40.000,161.48,161.51,161.45,161.47,161.485,26703,78
TSLA,2023-05-02 13:36:50.000,161.49,161.51,161.45,161.49,161.487,15439,54
TSLA,2023-05-02 13:37:00.000,161.49,161.59,161.49,161.59,161.535,36658,116
TSLA,2023-05-02 13:37:10.000,161.59,161.59,161.47,161.5,161.534,38061,100
TSLA,2023-05-02 13:37:20.000,161.51,161.54,161.5,161.51,161.521,16474,42
TSLA,2023-05-02 13:37:30.000,161.51,161.52,161.45,161.49,161.466,40192,79
TSLA,2023-05-02 13:37:40.000,161.47,161.53,161.46,161.53,161.5,9285,27
TSLA,2023-05-02 13:37:50.000,161.53,161.58,161.46,161.48,161.514,36760,112
TSLA,2023-05-02 13:38:00.000,161.48,161.55,161.48,161.51,161.509,15802,64
TSLA,2023-05-02 13:38:10.000,161.5,161.51,161.47,161.5,161.494,12325,55
TSLA,2023-05-02 13:38:20.000,161.5,161.51,161.45,161.48,161.474,17450,59
TSLA,2023-05-02 13:38:30.000,161.48,161.5,161.42,161.44,161.46,39864,91
TSLA,2023-05-02 13:38:40.000,161.43,161.45,161.35,161.44,161.404,41855,105
TSLA,2023-05-02 13:38:50.000,161.44,161.47,161.42,161.47,161.451,18321,65
TSLA,2023-05-02 13:39:00.000,161.48,161.59,161.47,161.59,161.53,29730,107
TSLA,2023-05-02 13:39:10.000,161.57,161.64,161.55,161.61,161.579,54447,125
TSLA,2023-05-02 13:39:20.000,161.64,161.64,161.59,161.62,161.617,40576,86
TSLA,2023-05-02 13:39:30.000,161.61,161.67,161.61,161.63,161.635,35461,96
TSLA,2023-05-02 13:39:40.000,161.63,161.69,161.57,161.58,161.635,36618,75
TSLA,2023-05-02 13:39:50.000,161.6,161.63,161.58,161.63,161.611,21006,40
TSLA,2023-05-02 13:40:00.000,161.62,161.65,161.59,161.61,161.617,21595,78
TSLA,2023-05-02 13:40:10.000,161.61,161.61,161.54,161.57,161.574,24227,64
TSLA,2023-05-02 13:40:20.000,161.55,161.57,161.52,161.56,161.552,30691,66
TSLA,2023-05-02 13:40:30.000,161.53,161.63,161.53,161.6,161.595,20206,62
TSLA,2023-05-02 13:40:40.000,161.61,161.62,161.55,161.56,161.58,15506,33
TSLA,2023-05-02 13:40:50.000,161.55,161.56,161.49,161.53,161.513,29798,83
TSLA,2023-05-02 13:41:00.000,161.51,161.56,161.51,161.52,161.543,9316,43
TSLA,2023-05-02 13:41:10.000,161.51,161.55,161.5,161.53,161.522,7502,29
TSLA,2023-05-02 13:41:20.000,161.53,161.54,161.46,161.47,161.493,15749,81
TSLA,2023-05-02 13:41:30.000,161.48,161.49,161.46,161.48,161.471,7785,28
TSLA,2023-05-02 13:41:40.000,161.46,161.51,161.46,161.51,161.483,20157,80
TSLA,2023-05-02 13:41:50.000,161.51,161.53,161.45,161.51,161.49,14086,69
TSLA,2023-05-02 13:42:00.000,161.53,161.63,161.52,161.63,161.563,33801,96
TSLA,2023-05-02 13:42:10.000,161.63,161.65,161.58,161.64,161.618,40202,89
TSLA,2023-05-02 13:42:20.000,161.65,161.65,161.6,161.63,161.631,26548,50
TSLA,2023-05-02 13:42:30.000,161.62,161.63,161.58,161.59,161.607,19784,57
TSLA,2023-05-02 13:42:40.000,161.59,161.59,161.5,161.54,161.527,25069,86
TSLA,2023-05-02 13:42:50.000,161.52,161.54,161.45,161.46,161.482,27912,97
TSLA,2023-05-02 13:43:00.000,161.48,161.49,161.39,161.45,161.429,42981,105
TSLA,2023-05-02 13:43:10.000,161.45,161.48,161.41,161.44,161.445,26003,69
TSLA,2023-05-02 13:43:20.000,161.43,161.48,161.43,161.47,161.458,13164,52
TSLA,2023-05-02 13:43:30.000,161.47,161.48,161.41,161.46,161.454,15467,57
TSLA,2023-05-02 13:43:40.000,161.45,161.55,161.45,161.53,161.511,14823,66
TSLA,2023-05-02 13:43:50.000,161.51,161.55,161.51,161.54,161.533,8965,38
TSLA,2023-05-02 13:44:00.000,161.54,161.6,161.51,161.53,161.55,33809,130
TSLA,2023-05-02 13:44:10.000,161.53,161.59,161.53,161.57,161.556,11571,42
TSLA,2023-05-02 13:44:20.000,161.57,161.58,161.5,161.5,161.528,33977,65
TSLA,2023-05-02 13:44:30.000,161.5,161.51,161.43,161.43,161.464,18658,28
TSLA,2023-05-02 13:44:40.000,161.43,161.47,161.43,161.44,161.446,22368,41
TSLA,2023-05-02 13:44:50.000,161.45,161.49,161.43,161.47,161.468,5724,26
TSLA,2023-05-02 13:45:00.000,161.47,161.47,161.4,161.41,161.444,17885,73
TSLA,2023-05-02 13:45:10.000,161.42,161.5,161.4,161.48,161.467,28759,98
TSLA,2023-05-02 13:45:20.000,161.46,161.51,161.46,161.5,161.484,11150,37
TSLA,2023-05-02 13:45:30.000,161.5,161.54,161.49,161.51,161.511,15236,55
TSLA,2023-05-02 13:45:40.000,161.51,161.59,161.51,161.56,161.557,33066,69
TSLA,2023-05-02 13:45:50.000,161.57,161.6,161.55,161.6,161.573,23050,38
TSLA,2023-05-02 13:46:00.000,161.6,161.61,161.57,161.61,161.596,28885,73
TSLA,2023-05-02 13:46:10.000,161.62,161.65,161.59,161.64,161.62,36446,79
TSLA,2023-05-02 13:46:20.000,161.63,161.69,161.6,161.62,161.65,46678,147
TSLA,2023-05-02 13:46:30.000,161.63,161.64,161.57,161.63,161.611,25414,64
TSLA,2023-05-02 13:46:40.000,161.62,161.69,161.6,161.65,161.653,33427,66
TSLA,2023-05-02 13:46:50.000,161.64,161.67,161.63,161.65,161.654,30773,57
TSLA,2023-05-02 13:47:00.000,161.65,161.73,161.62,161.71,161.699,38041,101
TSLA,2023-05-02 13:47:10.000,161.71,161.71,161.67,161.7,161.685,30654,75
TSLA,2023-05-02 13:47:20.000,161.7,161.72,161.68,161.7,161.701,9016,39
TSLA,2023-05-02 13:47:30.000,161.69,161.72,161.68,161.71,161.707,11918,33
TSLA,2023-05-02 13:47:40.000,161.7,161.72,161.7,161.72,161.71,13082,33
TSLA,2023-05-02 13:47:50.000,161.72,161.73,161.68,161.69,161.71,13183,54
TSLA,2023-05-02 13:48:00.000,161.69,161.74,161.66,161.74,161.696,27459,84
TSLA,2023-05-02 13:48:10.000,161.74,161.81,161.72,161.75,161.766,55374,157
TSLA,2023-05-02 13:48:20.000,161.74,161.78,161.72,161.74,161.746,13949,34
TSLA,2023-05-02 13:48:30.000,161.73,161.75,161.71,161.72,161.723,22121,42
TSLA,2023-05-02 13:48:40.000,161.72,161.75,161.7,161.74,161.725,23603,65
TSLA,2023-05-02 13:48:50.000,161.75,161.75,161.7,161.71,161.726,6424,36
TSLA,2023-05-02 13:49:00.000,161.72,161.77,161.7,161.77,161.724,27944,93
TSLA,2023-05-02 13:49:10.000,161.77,161.84,161.74,161.83,161.793,33066,78
TSLA,2023-05-02 13:49:20.000,161.83,161.89,161.81,161.85,161.854,48071,132
TSLA,2023-05-02 13:49:30.000,161.84,161.85,161.8,161.83,161.824,18330,56
TSLA,2023-05-02 13:49:40.000,161.84,161.84,161.76,161.78,161.788,35592,71
TSLA,2023-05-02 13:49:50.000,161.77,161.79,161.74,161.74,161.772,18935,61
TSLA,2023-05-02 13:50:00.000,161.75,161.81,161.75,161.81,161.783,17883,45
TSLA,2023-05-02 13:50:10.000,161.81,161.91,161.8,161.89,161.872,55245,123
TSLA,2023-05-02 13:50:20.000,161.88,161.9,161.77,161.81,161.805,45577,98
TSLA,2023-05-02 13:50:30.000,161.81,161.84,161.76,161.76,161.794,25244,57
